Time_us,Voltage
3903172,0.0000
3904644,0.0000
3906108,0.0000
3907572,0.0049
3909060,0.0000
3910524,0.0049
3912020,0.0049
3913500,0.0000
3914972,0.0000
3916436,0.0049
3917932,0.0000
3919388,0.0000
3920852,0.0049
3922340,0.0000
3923804,0.0000
3925276,0.0000
3926744,0.0000
3928212,0.0000
3929676,0.0049
3931172,0.0049
3932652,0.0049
3934140,0.0000
3935604,0.0000
3937068,0.0000
3938540,0.0000
3939996,0.0000
3941468,0.0000
3942924,0.0000
3944388,0.0000
3945852,0.0000
3947316,0.0000
3948788,0.0000
3950252,0.0000
3951724,0.0000
3953180,0.0000
3954644,0.0000
3956108,0.0000
3957572,0.0000
